user_id,first_name,last_name,email,phone,city,province,user_type,signup_date,is_active
34,Liam,Smith,user34@example.com,555-00034,Vancouver,BC,driver,2024-12-04,True
35,Emma,Clark,user35@example.com,555-00035,Vancouver,BC,driver,2024-08-07,True
36,Noah,Clark,user36@example.com,555-00036,Montreal,QC,driver,2025-02-20,True
37,Zoe,Lee,user37@example.com,555-00037,Toronto,ON,driver,2025-03-09,True
38,Liam,Smith,user38@example.com,555-00038,Toronto,ON,driver,2025-02-16,True
39,Noah,Wilson,user39@example.com,555-00039,Toronto,ON,driver,2024-07-13,True
40,Zoe,Brown,user40@example.com,555-00040,Vancouver,BC,driver,2024-10-12,True
41,Lucas,Patel,user41@example.com,555-00041,Toronto,ON,driver,2024-02-21,True
42,Liam,Wilson,user42@example.com,555-00042,Toronto,ON,driver,2024-06-19,True
43,Noah,Martin,user43@example.com,555-00043,Montreal,QC,driver,2024-03-01,True
44,Zoe,Garcia,user44@example.com,555-00044,Toronto,ON,driver,2025-04-10,True
45,Mia,Wilson,user45@example.com,555-00045,Montreal,QC,driver,2024-10-30,True
46,Ava,Lee,user46@example.com,555-00046,Toronto,ON,driver,2024-02-28,True
47,Mia,Smith,user47@example.com,555-00047,Montreal,QC,driver,2025-06-04,True
48,Liam,Patel,user48@example.com,555-00048,Vancouver,BC,driver,2025-11-22,True
49,Liam,Wilson,user49@example.com,555-00049,Montreal,QC,driver,2025-08-15,True
50,Zoe,Lee,user50@example.com,555-00050,Toronto,ON,driver,2024-09-24,True
51,Noah,Garcia,user51@example.com,555-00051,Calgary,AB,driver,2025-02-09,True
52,Lucas,Lee,user52@example.com,555-00052,Calgary,AB,driver,2024-03-15,False
53,Liam,Wilson,user53@example.com,555-00053,Toronto,ON,driver,2025-06-02,True
54,Liam,Wilson,user54@example.com,555-00054,Calgary,AB,driver,2025-01-13,True
55,Emma,Smith,user55@example.com,555-00055,Montreal,QC,driver,2025-11-14,True
56,Liam,Brown,user56@example.com,555-00056,Calgary,AB,driver,2024-09-27,True
57,Mia,Garcia,user57@example.com,555-00057,Toronto,ON,driver,2024-10-15,True
58,Noah,Garcia,user58@example.com,555-00058,Calgary,AB,driver,2025-06-01,True
59,Liam,Martin,user59@example.com,555-00059,Toronto,ON,driver,2024-10-10,False
60,Mia,Garcia,user60@example.com,555-00060,Calgary,AB,driver,2024-06-14,True
61,Ava,Patel,user61@example.com,555-00061,Montreal,QC,driver,2024-03-18,True
62,Ava,Lee,user62@example.com,555-00062,Vancouver,BC,driver,2025-08-19,True
63,Mia,Smith,user63@example.com,555-00063,Montreal,QC,driver,2024-11-11,True
64,Ethan,Wilson,user64@example.com,555-00064,Toronto,ON,driver,2025-11-29,True
65,Ethan,Martin,user65@example.com,555-00065,Toronto,ON,driver,2025-09-27,True
66,Mia,Brown,user66@example.com,555-00066,Vancouver,BC,driver,2025-02-26,False
67,Zoe,Wilson,user67@example.com,555-00067,Calgary,AB,driver,2024-09-30,True
68,Zoe,Smith,user68@example.com,555-00068,Toronto,ON,driver,2025-04-26,True
69,Ethan,Garcia,user69@example.com,555-00069,Montreal,QC,driver,2024-08-21,True
70,Zoe,Lee,user70@example.com,555-00070,Vancouver,BC,driver,2024-10-12,True
71,Ethan,Martin,user71@example.com,555-00071,Calgary,AB,driver,2025-11-26,True
72,Ava,Patel,user72@example.com,555-00072,Calgary,AB,driver,2024-09-24,True
73,Ava,Patel,user73@example.com,555-00073,Calgary,AB,driver,2025-09-02,True
74,Zoe,Patel,user74@example.com,555-00074,Calgary,AB,driver,2025-01-29,True
75,Emma,Smith,user75@example.com,555-00075,Vancouver,BC,driver,2025-12-26,True
76,Ethan,Martin,user76@example.com,555-00076,Vancouver,BC,driver,2024-03-12,True
77,Ethan,Patel,user77@example.com,555-00077,Calgary,AB,driver,2024-11-03,True
78,Ethan,Martin,user78@example.com,555-00078,Montreal,QC,driver,2025-12-14,True
79,Noah,Martin,user79@example.com,555-00079,Vancouver,BC,driver,2025-11-11,True
80,Emma,Martin,user80@example.com,555-00080,Vancouver,BC,driver,2025-07-15,True
81,Emma,Wilson,user81@example.com,555-00081,Calgary,AB,driver,2025-03-16,True
82,Lucas,Clark,user82@example.com,555-00082,Calgary,AB,driver,2025-03-28,True
83,Mia,Patel,user83@example.com,555-00083,Montreal,QC,driver,2024-10-17,True
84,Liam,Wilson,user84@example.com,555-00084,Calgary,AB,driver,2025-11-19,True
85,Mia,Smith,user85@example.com,555-00085,Vancouver,BC,driver,2024-02-17,True
86,Liam,Clark,user86@example.com,555-00086,Montreal,QC,driver,2025-02-28,True
87,Zoe,Clark,user87@example.com,555-00087,Vancouver,BC,driver,2025-02-13,True
88,Liam,Martin,user88@example.com,555-00088,Toronto,ON,driver,2024-08-12,True
89,Ava,Wilson,user89@example.com,555-00089,Montreal,QC,driver,2024-05-04,True
90,Ethan,Clark,user90@example.com,555-00090,Montreal,QC,driver,2025-09-19,True
91,Lucas,Brown,user91@example.com,555-00091,Montreal,QC,driver,2025-05-01,True
92,Emma,Clark,user92@example.com,555-00092,Vancouver,BC,driver,2025-10-03,True
93,Liam,Garcia,user93@example.com,555-00093,Montreal,QC,driver,2024-08-28,True
94,Liam,Brown,user94@example.com,555-00094,Calgary,AB,driver,2024-06-03,True
95,Noah,Patel,user95@example.com,555-00095,Vancouver,BC,driver,2025-02-28,True
96,Zoe,Smith,user96@example.com,555-00096,Montreal,QC,driver,2024-07-30,True
97,Ava,Martin,user97@example.com,555-00097,Montreal,QC,driver,2025-05-03,False
98,Emma,Martin,user98@example.com,555-00098,Calgary,AB,driver,2025-03-05,True
99,Lucas,Wilson,user99@example.com,555-00099,Vancouver,BC,driver,2024-10-06,True
100,Zoe,Lee,user100@example.com,555-00100,Toronto,ON,driver,2025-11-15,True
101,Mia,Clark,user101@example.com,555-00101,Montreal,QC,driver,2024-05-10,True
102,Zoe,Smith,user102@example.com,555-00102,Toronto,ON,driver,2024-03-26,True
103,Lucas,Brown,user103@example.com,555-00103,Vancouver,BC,driver,2024-02-21,True
104,Noah,Clark,user104@example.com,555-00104,Calgary,AB,driver,2024-11-30,True
105,Emma,Martin,user105@example.com,555-00105,Montreal,QC,driver,2024-09-15,True
106,Ava,Smith,user106@example.com,555-00106,Montreal,QC,driver,2024-12-24,True
107,Ava,Smith,user107@example.com,555-00107,Toronto,ON,driver,2024-09-10,True
108,Mia,Wilson,user108@example.com,555-00108,Toronto,ON,driver,2024-05-09,True
109,Noah,Clark,user109@example.com,555-00109,Toronto,ON,driver,2025-12-17,True
110,Mia,Patel,user110@example.com,555-00110,Calgary,AB,driver,2024-06-16,True
111,Ava,Garcia,user111@example.com,555-00111,Toronto,ON,driver,2025-08-12,True
112,Zoe,Wilson,user112@example.com,555-00112,Montreal,QC,driver,2024-03-18,True
113,Liam,Garcia,user113@example.com,555-00113,Vancouver,BC,driver,2025-12-01,True
114,Ava,Lee,user114@example.com,555-00114,Toronto,ON,driver,2025-06-29,True
115,Liam,Lee,user115@example.com,555-00115,Calgary,AB,driver,2024-01-13,True
116,Liam,Martin,user116@example.com,555-00116,Montreal,QC,driver,2025-01-05,True
117,Mia,Martin,user117@example.com,555-00117,Montreal,QC,driver,2024-06-29,True
118,Lucas,Clark,user118@example.com,555-00118,Calgary,AB,driver,2025-03-22,True
119,Ethan,Wilson,user119@example.com,555-00119,Calgary,AB,driver,2024-03-29,True
120,Noah,Clark,user120@example.com,555-00120,Montreal,QC,driver,2025-08-06,True
121,Ethan,Smith,user121@example.com,555-00121,Montreal,QC,driver,2025-05-21,True
122,Lucas,Wilson,user122@example.com,555-00122,Vancouver,BC,driver,2024-12-29,True
123,Emma,Garcia,user123@example.com,555-00123,Calgary,AB,driver,2025-07-23,False
124,Liam,Wilson,user124@example.com,555-00124,Vancouver,BC,driver,2025-02-20,True
125,Lucas,Clark,user125@example.com,555-00125,Vancouver,BC,driver,2025-04-03,True
126,Emma,Wilson,user126@example.com,555-00126,Toronto,ON,driver,2025-02-18,True
127,Ethan,Clark,user127@example.com,555-00127,Calgary,AB,driver,2025-07-20,True
128,Ethan,Lee,user128@example.com,555-00128,Montreal,QC,driver,2025-12-20,True
129,Emma,Wilson,user129@example.com,555-00129,Calgary,AB,driver,2024-05-03,True
130,Liam,Brown,user130@example.com,555-00130,Calgary,AB,driver,2024-07-15,True
131,Emma,Garcia,user131@example.com,555-00131,Montreal,QC,driver,2024-04-12,True
132,Noah,Lee,user132@example.com,555-00132,Calgary,AB,driver,2024-07-02,True
133,Emma,Smith,user133@example.com,555-00133,Vancouver,BC,driver,2024-02-25,True
134,Lucas,Patel,user134@example.com,555-00134,Vancouver,BC,driver,2024-01-13,True
135,Lucas,Clark,user135@example.com,555-00135,Montreal,QC,driver,2024-12-14,True
136,Emma,Clark,user136@example.com,555-00136,Toronto,ON,driver,2024-04-26,True
137,Lucas,Patel,user137@example.com,555-00137,Montreal,QC,driver,2025-08-13,True
138,Mia,Brown,user138@example.com,555-00138,Toronto,ON,driver,2025-07-30,True
139,Noah,Patel,user139@example.com,555-00139,Toronto,ON,driver,2025-07-25,True
140,Zoe,Clark,user140@example.com,555-00140,Vancouver,BC,driver,2025-03-29,True
141,Emma,Smith,user141@example.com,555-00141,Montreal,QC,driver,2025-09-16,True
142,Noah,Wilson,user142@example.com,555-00142,Toronto,ON,driver,2024-09-27,True
143,Noah,Brown,user143@example.com,555-00143,Vancouver,BC,driver,2025-07-19,True
144,Zoe,Clark,user144@example.com,555-00144,Toronto,ON,driver,2025-12-06,True
145,Ava,Wilson,user145@example.com,555-00145,Calgary,AB,driver,2024-10-22,True
146,Liam,Wilson,user146@example.com,555-00146,Montreal,QC,driver,2024-09-27,True
147,Zoe,Patel,user147@example.com,555-00147,Vancouver,BC,driver,2025-07-11,True
148,Emma,Brown,user148@example.com,555-00148,Vancouver,BC,driver,2024-03-14,True
149,Emma,Clark,user149@example.com,555-00149,Calgary,AB,driver,2024-05-07,True
150,Zoe,Garcia,user150@example.com,555-00150,Calgary,AB,driver,2025-05-27,True
151,Liam,Smith,user151@example.com,555-00151,Montreal,QC,driver,2025-03-18,True
152,Ava,Patel,user152@example.com,555-00152,Calgary,AB,driver,2024-08-22,True
153,Emma,Smith,user153@example.com,555-00153,Toronto,ON,driver,2024-06-28,True
154,Emma,Brown,user154@example.com,555-00154,Montreal,QC,driver,2025-08-22,True
155,Liam,Clark,user155@example.com,555-00155,Montreal,QC,driver,2024-12-22,True
156,Liam,Brown,user156@example.com,555-00156,Calgary,AB,driver,2024-12-03,True
157,Emma,Martin,user157@example.com,555-00157,Montreal,QC,driver,2025-07-17,False
158,Ethan,Garcia,user158@example.com,555-00158,Toronto,ON,driver,2024-11-27,True
159,Ava,Clark,user159@example.com,555-00159,Montreal,QC,driver,2025-02-27,True
160,Lucas,Clark,user160@example.com,555-00160,Calgary,AB,driver,2024-02-22,True
161,Emma,Clark,user161@example.com,555-00161,Vancouver,BC,driver,2025-12-16,True
162,Noah,Brown,user162@example.com,555-00162,Toronto,ON,driver,2024-11-14,True
163,Liam,Wilson,user163@example.com,555-00163,Montreal,QC,driver,2024-04-26,True
164,Mia,Clark,user164@example.com,555-00164,Toronto,ON,driver,2024-10-25,True
165,Zoe,Clark,user165@example.com,555-00165,Calgary,AB,driver,2025-04-28,True
166,Zoe,Wilson,user166@example.com,555-00166,Vancouver,BC,driver,2025-09-05,True
167,Liam,Garcia,user167@example.com,555-00167,Vancouver,BC,driver,2025-02-28,True
168,Ava,Garcia,user168@example.com,555-00168,Calgary,AB,driver,2024-11-01,True
169,Mia,Clark,user169@example.com,555-00169,Montreal,QC,driver,2025-07-05,True
170,Zoe,Clark,user170@example.com,555-00170,Calgary,AB,driver,2024-11-25,True
171,Zoe,Wilson,user171@example.com,555-00171,Vancouver,BC,driver,2025-02-24,False
172,Zoe,Martin,user172@example.com,555-00172,Montreal,QC,driver,2025-11-10,True
173,Lucas,Smith,user173@example.com,555-00173,Vancouver,BC,driver,2024-05-09,True
174,Liam,Clark,user174@example.com,555-00174,Calgary,AB,driver,2024-04-12,True
175,Ava,Brown,user175@example.com,555-00175,Montreal,QC,driver,2025-02-23,True
176,Liam,Clark,user176@example.com,555-00176,Vancouver,BC,driver,2024-09-28,True
177,Liam,Lee,user177@example.com,555-00177,Montreal,QC,driver,2025-11-21,True
178,Ethan,Clark,user178@example.com,555-00178,Montreal,QC,driver,2025-07-08,False
179,Noah,Garcia,user179@example.com,555-00179,Toronto,ON,driver,2024-08-20,True
180,Liam,Patel,user180@example.com,555-00180,Montreal,QC,driver,2025-03-30,True
181,Ava,Smith,user181@example.com,555-00181,Calgary,AB,driver,2024-11-28,True
182,Ethan,Lee,user182@example.com,555-00182,Calgary,AB,driver,2025-03-17,True
183,Mia,Brown,user183@example.com,555-00183,Montreal,QC,driver,2024-06-28,True
184,Noah,Clark,user184@example.com,555-00184,Montreal,QC,driver,2025-08-20,True
185,Emma,Clark,user185@example.com,555-00185,Montreal,QC,driver,2024-09-18,True
186,Emma,Brown,user186@example.com,555-00186,Montreal,QC,driver,2024-03-16,True
187,Emma,Martin,user187@example.com,555-00187,Calgary,AB,driver,2025-12-07,True
188,Noah,Martin,user188@example.com,555-00188,Calgary,AB,driver,2025-05-09,True
189,Ethan,Garcia,user189@example.com,555-00189,Montreal,QC,driver,2025-12-17,True
190,Emma,Smith,user190@example.com,555-00190,Montreal,QC,driver,2025-08-02,True
191,Lucas,Garcia,user191@example.com,555-00191,Toronto,ON,driver,2024-08-23,True
192,Noah,Wilson,user192@example.com,555-00192,Calgary,AB,driver,2025-09-27,True
193,Liam,Smith,user193@example.com,555-00193,Vancouver,BC,driver,2024-11-12,True
194,Ethan,Brown,user194@example.com,555-00194,Toronto,ON,driver,2024-04-02,True
195,Zoe,Brown,user195@example.com,555-00195,Calgary,AB,driver,2024-07-24,True
196,Emma,Brown,user196@example.com,555-00196,Calgary,AB,driver,2024-09-20,True
197,Emma,Lee,user197@example.com,555-00197,Montreal,QC,driver,2024-04-27,True
198,Mia,Wilson,user198@example.com,555-00198,Toronto,ON,driver,2025-11-23,True
199,Ethan,Patel,user199@example.com,555-00199,Montreal,QC,driver,2025-02-08,False
200,Lucas,Lee,user200@example.com,555-00200,Toronto,ON,driver,2025-11-19,True
201,Zoe,Lee,user201@example.com,555-00201,Calgary,AB,driver,2024-04-20,True
202,Ava,Lee,user202@example.com,555-00202,Montreal,QC,driver,2025-09-16,True
203,Lucas,Garcia,user203@example.com,555-00203,Toronto,ON,driver,2025-10-26,True
204,Ava,Smith,user204@example.com,555-00204,Vancouver,BC,driver,2024-11-07,True
205,Liam,Wilson,user205@example.com,555-00205,Toronto,ON,driver,2025-07-04,True
206,Ethan,Martin,user206@example.com,555-00206,Montreal,QC,driver,2025-08-24,True
207,Zoe,Patel,user207@example.com,555-00207,Vancouver,BC,driver,2025-05-16,True
208,Ava,Lee,user208@example.com,555-00208,Calgary,AB,driver,2024-08-10,True
209,Ethan,Patel,user209@example.com,555-00209,Vancouver,BC,driver,2025-12-03,True
210,Ava,Martin,user210@example.com,555-00210,Calgary,AB,driver,2024-10-09,True
211,Lucas,Patel,user211@example.com,555-00211,Toronto,ON,driver,2025-11-09,True
212,Ava,Lee,user212@example.com,555-00212,Toronto,ON,driver,2024-09-06,True
213,Liam,Wilson,user213@example.com,555-00213,Vancouver,BC,driver,2025-08-23,True
214,Ethan,Brown,user214@example.com,555-00214,Vancouver,BC,driver,2025-09-02,False
215,Mia,Garcia,user215@example.com,555-00215,Vancouver,BC,driver,2024-06-27,True
216,Mia,Smith,user216@example.com,555-00216,Toronto,ON,driver,2025-01-01,True
217,Ethan,Smith,user217@example.com,555-00217,Vancouver,BC,driver,2024-06-27,True
218,Zoe,Patel,user218@example.com,555-00218,Vancouver,BC,driver,2024-03-06,True
219,Liam,Clark,user219@example.com,555-00219,Calgary,AB,driver,2025-05-30,True
220,Emma,Clark,user220@example.com,555-00220,Toronto,ON,driver,2025-10-20,True
221,Lucas,Martin,user221@example.com,555-00221,Toronto,ON,driver,2025-03-12,True
222,Lucas,Patel,user222@example.com,555-00222,Montreal,QC,driver,2024-03-23,True
223,Liam,Brown,user223@example.com,555-00223,Vancouver,BC,driver,2024-10-08,True
224,Zoe,Garcia,user224@example.com,555-00224,Calgary,AB,driver,2025-04-09,True
225,Liam,Patel,user225@example.com,555-00225,Montreal,QC,driver,2025-11-01,True
226,Zoe,Clark,user226@example.com,555-00226,Vancouver,BC,driver,2024-08-21,True
227,Zoe,Martin,user227@example.com,555-00227,Montreal,QC,driver,2024-04-07,True
228,Emma,Lee,user228@example.com,555-00228,Calgary,AB,driver,2024-06-05,True
229,Liam,Patel,user229@example.com,555-00229,Montreal,QC,driver,2024-03-28,True
230,Ethan,Brown,user230@example.com,555-00230,Toronto,ON,driver,2025-07-23,True
231,Liam,Martin,user231@example.com,555-00231,Calgary,AB,driver,2024-12-28,True
232,Ava,Garcia,user232@example.com,555-00232,Montreal,QC,driver,2025-09-06,True
233,Noah,Brown,user233@example.com,555-00233,Toronto,ON,driver,2025-11-03,True
234,Ethan,Lee,user234@example.com,555-00234,Toronto,ON,driver,2024-04-27,True
235,Zoe,Smith,user235@example.com,555-00235,Vancouver,BC,driver,2025-09-15,True
236,Ava,Brown,user236@example.com,555-00236,Calgary,AB,driver,2024-10-06,True
237,Ethan,Lee,user237@example.com,555-00237,Calgary,AB,driver,2024-01-07,True
238,Zoe,Patel,user238@example.com,555-00238,Vancouver,BC,driver,2024-05-25,True
239,Liam,Wilson,user239@example.com,555-00239,Toronto,ON,driver,2025-01-20,True
240,Mia,Lee,user240@example.com,555-00240,Calgary,AB,driver,2024-11-15,True
241,Ava,Brown,user241@example.com,555-00241,Toronto,ON,driver,2024-06-10,True
242,Liam,Garcia,user242@example.com,555-00242,Toronto,ON,driver,2025-03-29,True
243,Lucas,Martin,user243@example.com,555-00243,Montreal,QC,driver,2024-10-06,True
244,Ethan,Martin,user244@example.com,555-00244,Toronto,ON,driver,2024-04-23,True
245,Emma,Smith,user245@example.com,555-00245,Montreal,QC,driver,2024-08-13,True
246,Ava,Wilson,user246@example.com,555-00246,Toronto,ON,driver,2024-11-04,True
247,Emma,Garcia,user247@example.com,555-00247,Vancouver,BC,driver,2024-12-01,True
248,Zoe,Brown,user248@example.com,555-00248,Montreal,QC,driver,2024-05-12,True
249,Ethan,Patel,user249@example.com,555-00249,Vancouver,BC,driver,2025-02-10,True
250,Zoe,Smith,user250@example.com,555-00250,Toronto,ON,driver,2025-04-15,True
251,Zoe,Martin,user251@example.com,555-00251,Calgary,AB,driver,2025-12-27,True
252,Liam,Martin,user252@example.com,555-00252,Calgary,AB,driver,2024-01-22,True
253,Lucas,Lee,user253@example.com,555-00253,Vancouver,BC,driver,2024-03-31,True
254,Noah,Martin,user254@example.com,555-00254,Toronto,ON,driver,2025-08-26,True
255,Zoe,Garcia,user255@example.com,555-00255,Toronto,ON,driver,2024-12-13,True
256,Liam,Patel,user256@example.com,555-00256,Vancouver,BC,driver,2025-06-27,True
257,Ethan,Brown,user257@example.com,555-00257,Calgary,AB,driver,2024-08-29,True
258,Noah,Brown,user258@example.com,555-00258,Calgary,AB,driver,2025-09-08,True
259,Mia,Clark,user259@example.com,555-00259,Toronto,ON,driver,2025-04-20,True
260,Ethan,Lee,user260@example.com,555-00260,Montreal,QC,driver,2024-06-03,True
261,Lucas,Garcia,user261@example.com,555-00261,Montreal,QC,driver,2024-10-08,True
262,Liam,Garcia,user262@example.com,555-00262,Calgary,AB,driver,2025-04-17,True
263,Ethan,Garcia,user263@example.com,555-00263,Toronto,ON,driver,2024-03-19,True
264,Zoe,Clark,user264@example.com,555-00264,Toronto,ON,driver,2025-08-17,True
265,Lucas,Wilson,user265@example.com,555-00265,Toronto,ON,driver,2024-11-25,True
266,Ava,Clark,user266@example.com,555-00266,Vancouver,BC,driver,2024-04-15,True
267,Liam,Brown,user267@example.com,555-00267,Calgary,AB,driver,2024-02-10,True
268,Lucas,Brown,user268@example.com,555-00268,Montreal,QC,driver,2025-01-07,True
269,Zoe,Martin,user269@example.com,555-00269,Calgary,AB,driver,2024-12-12,True
270,Ethan,Patel,user270@example.com,555-00270,Toronto,ON,driver,2024-12-03,True
271,Emma,Garcia,user271@example.com,555-00271,Montreal,QC,driver,2025-11-03,True
272,Ethan,Patel,user272@example.com,555-00272,Vancouver,BC,driver,2025-08-19,True
273,Emma,Martin,user273@example.com,555-00273,Calgary,AB,driver,2024-05-12,True
274,Emma,Martin,user274@example.com,555-00274,Toronto,ON,driver,2025-10-20,True
275,Liam,Martin,user275@example.com,555-00275,Vancouver,BC,driver,2025-06-04,True
276,Emma,Brown,user276@example.com,555-00276,Calgary,AB,driver,2024-08-07,True
277,Noah,Wilson,user277@example.com,555-00277,Montreal,QC,driver,2024-05-20,True
278,Liam,Smith,user278@example.com,555-00278,Calgary,AB,driver,2025-11-08,True
279,Zoe,Brown,user279@example.com,555-00279,Vancouver,BC,driver,2024-06-15,True
280,Lucas,Smith,user280@example.com,555-00280,Vancouver,BC,driver,2025-02-24,True
281,Lucas,Garcia,user281@example.com,555-00281,Vancouver,BC,driver,2025-04-04,True
282,Emma,Clark,user282@example.com,555-00282,Vancouver,BC,driver,2024-07-17,True
283,Lucas,Garcia,user283@example.com,555-00283,Montreal,QC,driver,2025-01-26,True
284,Mia,Wilson,user284@example.com,555-00284,Montreal,QC,driver,2025-09-11,True
285,Ava,Clark,user285@example.com,555-00285,Calgary,AB,driver,2025-01-15,True
286,Liam,Garcia,user286@example.com,555-00286,Toronto,ON,driver,2024-03-26,True
287,Lucas,Brown,user287@example.com,555-00287,Calgary,AB,driver,2025-03-23,True
288,Lucas,Lee,user288@example.com,555-00288,Vancouver,BC,driver,2024-01-28,True
289,Ethan,Wilson,user289@example.com,555-00289,Montreal,QC,driver,2025-01-30,True
290,Noah,Smith,user290@example.com,555-00290,Calgary,AB,driver,2024-11-22,True
291,Mia,Brown,user291@example.com,555-00291,Calgary,AB,driver,2024-02-09,True
292,Mia,Clark,user292@example.com,555-00292,Montreal,QC,driver,2025-04-04,True
293,Ava,Garcia,user293@example.com,555-00293,Toronto,ON,driver,2024-08-08,True
294,Liam,Garcia,user294@example.com,555-00294,Montreal,QC,driver,2024-08-31,True
295,Noah,Martin,user295@example.com,555-00295,Toronto,ON,driver,2025-10-16,True
296,Liam,Patel,user296@example.com,555-00296,Montreal,QC,driver,2025-05-26,True
297,Noah,Brown,user297@example.com,555-00297,Toronto,ON,driver,2024-10-25,True
298,Noah,Martin,user298@example.com,555-00298,Calgary,AB,driver,2024-07-10,True
299,Ethan,Patel,user299@example.com,555-00299,Toronto,ON,driver,2025-06-22,True
300,Zoe,Clark,user300@example.com,555-00300,Toronto,ON,driver,2024-02-14,True
301,Emma,Smith,user301@example.com,555-00301,Calgary,AB,driver,2024-12-31,True
302,Noah,Patel,user302@example.com,555-00302,Calgary,AB,driver,2025-08-18,True
303,Mia,Smith,user303@example.com,555-00303,Calgary,AB,driver,2024-12-26,True
304,Lucas,Clark,user304@example.com,555-00304,Vancouver,BC,driver,2025-10-08,True
305,Liam,Clark,user305@example.com,555-00305,Vancouver,BC,driver,2024-02-07,True
306,Noah,Smith,user306@example.com,555-00306,Toronto,ON,driver,2024-11-19,True
307,Lucas,Garcia,user307@example.com,555-00307,Montreal,QC,driver,2024-02-07,True
308,Emma,Lee,user308@example.com,555-00308,Vancouver,BC,driver,2024-02-18,True
309,Emma,Patel,user309@example.com,555-00309,Calgary,AB,driver,2025-01-11,True
310,Lucas,Martin,user310@example.com,555-00310,Montreal,QC,driver,2024-12-13,True
311,Lucas,Lee,user311@example.com,555-00311,Montreal,QC,driver,2025-06-15,True
312,Zoe,Patel,user312@example.com,555-00312,Toronto,ON,driver,2025-03-16,True
313,Emma,Lee,user313@example.com,555-00313,Vancouver,BC,driver,2024-04-15,True
314,Emma,Clark,user314@example.com,555-00314,Calgary,AB,driver,2025-09-09,True
315,Lucas,Lee,user315@example.com,555-00315,Vancouver,BC,driver,2025-04-02,False
316,Zoe,Garcia,user316@example.com,555-00316,Calgary,AB,driver,2025-10-16,True
317,Liam,Martin,user317@example.com,555-00317,Toronto,ON,driver,2025-01-07,True
318,Ava,Brown,user318@example.com,555-00318,Vancouver,BC,driver,2025-09-14,True
319,Ava,Brown,user319@example.com,555-00319,Montreal,QC,driver,2024-03-09,True
320,Ethan,Martin,user320@example.com,555-00320,Calgary,AB,driver,2025-08-03,False
321,Lucas,Lee,user321@example.com,555-00321,Vancouver,BC,driver,2025-01-15,True
322,Mia,Lee,user322@example.com,555-00322,Toronto,ON,driver,2025-02-11,True
323,Noah,Patel,user323@example.com,555-00323,Calgary,AB,driver,2024-01-27,True
324,Zoe,Patel,user324@example.com,555-00324,Montreal,QC,driver,2024-09-25,True
325,Noah,Garcia,user325@example.com,555-00325,Montreal,QC,driver,2025-12-11,True
